syllabus_id,syllabus_name,technical_group,target_audience,syllabus_objectives,syllabus_materials,unit_name,unit_title,unit_objectives,unit_materials,topic_name,topic_title,topic_objectives,topic_materials,fetched_at
26169,Test - version 1,Natural Language/English,All FSOFTers,"Sau khi hoàn thành khóa học, học viên sẽ:
- Có kiến thức về xử lý các vết thương do côn trùng và động vật cắn/đốt
- Nhận diện và thực hành xử lý các vấn đề xương khớp (gồm: Xử lý gãy xương và xử lý tổn thương mô mềm, trật khớp)
- Tăng cường khả năng phản ứng với xử lý co giật, động kinh và co giật sốt ở trẻ em",,Test2,Test2/Natural Language/English,"Sau khi hoàn thành khóa học, học viên sẽ:
- Có kiến thức về xử lý các vết thương do côn trùng và động vật cắn/đốt
- Nhận diện và thực hành xử lý các vấn đề xương khớp (gồm: Xử lý gãy xương và xử lý tổn thương mô mềm, trật khớp)
- Tăng cường khả năng phản ứng với xử lý co giật, động kinh và co giật sốt ở trẻ em",,,,,,2026-04-15T17:17:49
26169,Test - version 1,Natural Language/English,All FSOFTers,"Sau khi hoàn thành khóa học, học viên sẽ:
- Có kiến thức về xử lý các vết thương do côn trùng và động vật cắn/đốt
- Nhận diện và thực hành xử lý các vấn đề xương khớp (gồm: Xử lý gãy xương và xử lý tổn thương mô mềm, trật khớp)
- Tăng cường khả năng phản ứng với xử lý co giật, động kinh và co giật sốt ở trẻ em",,Test2,Test2/Natural Language/English,"Sau khi hoàn thành khóa học, học viên sẽ:
- Có kiến thức về xử lý các vết thương do côn trùng và động vật cắn/đốt
- Nhận diện và thực hành xử lý các vấn đề xương khớp (gồm: Xử lý gãy xương và xử lý tổn thương mô mềm, trật khớp)
- Tăng cường khả năng phản ứng với xử lý co giật, động kinh và co giật sốt ở trẻ em",,,,,,2026-04-15T17:17:49
26169,Test - version 1,Natural Language/English,All FSOFTers,"Sau khi hoàn thành khóa học, học viên sẽ:
- Có kiến thức về xử lý các vết thương do côn trùng và động vật cắn/đốt
- Nhận diện và thực hành xử lý các vấn đề xương khớp (gồm: Xử lý gãy xương và xử lý tổn thương mô mềm, trật khớp)
- Tăng cường khả năng phản ứng với xử lý co giật, động kinh và co giật sốt ở trẻ em",,Test1,Test1/Natural Language/English,"Sau khi hoàn thành khóa học, học viên sẽ:
- Có kiến thức về xử lý các vết thương do côn trùng và động vật cắn/đốt
- Nhận diện và thực hành xử lý các vấn đề xương khớp (gồm: Xử lý gãy xương và xử lý tổn thương mô mềm, trật khớp)
- Tăng cường khả năng phản ứng với xử lý co giật, động kinh và co giật sốt ở trẻ em",,,,,,2026-04-15T17:17:49
26168,Test - version 1,Natural Language/English,All FSOFTers,"Sau khi hoàn thành khóa học, học viên sẽ:
- Có kiến thức về xử lý các vết thương do côn trùng và động vật cắn/đốt
- Nhận diện và thực hành xử lý các vấn đề xương khớp (gồm: Xử lý gãy xương và xử lý tổn thương mô mềm, trật khớp)
- Tăng cường khả năng phản ứng với xử lý co giật, động kinh và co giật sốt ở trẻ em",,Test2,Test2/Natural Language/English,"Sau khi hoàn thành khóa học, học viên sẽ:
- Có kiến thức về xử lý các vết thương do côn trùng và động vật cắn/đốt
- Nhận diện và thực hành xử lý các vấn đề xương khớp (gồm: Xử lý gãy xương và xử lý tổn thương mô mềm, trật khớp)
- Tăng cường khả năng phản ứng với xử lý co giật, động kinh và co giật sốt ở trẻ em",,,,,,2026-04-15T17:17:49
26168,Test - version 1,Natural Language/English,All FSOFTers,"Sau khi hoàn thành khóa học, học viên sẽ:
- Có kiến thức về xử lý các vết thương do côn trùng và động vật cắn/đốt
- Nhận diện và thực hành xử lý các vấn đề xương khớp (gồm: Xử lý gãy xương và xử lý tổn thương mô mềm, trật khớp)
- Tăng cường khả năng phản ứng với xử lý co giật, động kinh và co giật sốt ở trẻ em",,Test1,Test1/Natural Language/English,"Sau khi hoàn thành khóa học, học viên sẽ:
- Có kiến thức về xử lý các vết thương do côn trùng và động vật cắn/đốt
- Nhận diện và thực hành xử lý các vấn đề xương khớp (gồm: Xử lý gãy xương và xử lý tổn thương mô mềm, trật khớp)
- Tăng cường khả năng phản ứng với xử lý co giật, động kinh và co giật sốt ở trẻ em",,,,,,2026-04-15T17:17:49
26161,linhfixbug - version 4,Others,linhfixbug,linhfixbug,,Modulelinhcheck02,Modulelinhcheck02/Others,Modulelinhcheck04,,Topiclinh02,Topiclinh02/Others,Topiclinh04,,2026-04-15T17:17:49
26161,linhfixbug - version 4,Others,linhfixbug,linhfixbug,,Modulelinhcheck02,Modulelinhcheck02/Others,Modulelinhcheck04,,Topiclinh03,Topiclinh03/Others,Topiclinh05,,2026-04-15T17:17:49
26161,linhfixbug - version 4,Others,linhfixbug,linhfixbug,,Modulelinhcheck02,Modulelinhcheck02/Others,Modulelinhcheck04,,Topiclinh04,Topiclinh04/Others,Topiclinh06,,2026-04-15T17:17:49
26161,linhfixbug - version 4,Others,linhfixbug,linhfixbug,,Linh 01,Linh 01/Others,123,,,,,,2026-04-15T17:17:49
26161,linhfixbug - version 4,Others,linhfixbug,linhfixbug,,Topiclinh06,Topiclinh06/Others,Topiclinh08,,,,,,2026-04-15T17:17:49
25967,linhfixbug - version 3,Others,linhfixbug,linhfixbug,,Modulelinhcheck02,Modulelinhcheck02/Others,Modulelinhcheck04,,Topiclinh02,Topiclinh02/Others,Topiclinh04,,2026-04-15T17:17:49
25967,linhfixbug - version 3,Others,linhfixbug,linhfixbug,,Modulelinhcheck02,Modulelinhcheck02/Others,Modulelinhcheck04,,Topiclinh03,Topiclinh03/Others,Topiclinh05,,2026-04-15T17:17:49
25967,linhfixbug - version 3,Others,linhfixbug,linhfixbug,,Modulelinhcheck02,Modulelinhcheck02/Others,Modulelinhcheck04,,Topiclinh04,Topiclinh04/Others,Topiclinh06,,2026-04-15T17:17:49
25967,linhfixbug - version 3,Others,linhfixbug,linhfixbug,,Topiclinh06,Topiclinh06/Others,Topiclinh08,,,,,,2026-04-15T17:17:49
25967,linhfixbug - version 3,Others,linhfixbug,linhfixbug,,Linh 01,Linh 01/Others,123,,,,,,2026-04-15T17:17:49
26159,Japannese N5 (JF A2-1.1)_Internal_Offline - version 1,Natural Language/Japanese,"""Học viên là nhân viên của công ty FSOFT có nhu cầu, nguyện vọng học tập tiếng Nhật:
* Bắt đầu học tiếng Nhật từ con số 0
* Đã hoàn thành khóa Nhập môn A1 hoặc đã học đến bài khoảng bài 10-12 giáo trình Minna no Nihongo nhưng MUỐN ÔN TẬP LẠI
* Đã hoàn thành level N5 có nhu cầu ôn lại và luyện giao tiếp""
","""Sau khóa học, học viên sẽ đạt được: 
    + Hoàn thành trình độ N5
    + Có thể hiểu, viết, thành thạo bảng chữ cái tiếng Nhật
    + Có thể giao tiếp được bằng tiếng Nhật ở trình độ cuối A1 
    + Có thể giao tiếp thành thạo những chủ đề cơ bản, ngắn gọn như: Chào hỏi, Thông tin cá nhân , Sở thích... 
    + Có thể giao tiếp thành thạo những chủ đề đòi hỏi kết nối câu từ và giải thích đơn giản như: Thành phố, Thời tiết, Bạn bè,Cuộc sống xung quanh,...
    + Có thể hiểu và ứng dụng văn hóa Nhật Bản vào thực tế
    + Có thể tự tin lên cấp độ N4 hoặc tham gia kỳ thi năng lực tiếng Nhật JLPT N5 qua những buổi học bổ sung kiến thức: Kanji, Ngữ Pháp, Từ Vựng, Đọc Hiểu,...""
",,Tiếng Nhật,Tiếng Nhật/Natural Language/Japanese,"1/ Có thể hiểu về tiếng Nhật và chương trình học JF A1
2/ Có thể nắm được chương trình học Marugoto 
3/ Có thể nắm rõ định nghĩa các kiể chữ trong tiếng Nhật 
4/ Có thể chào hỏi cơ bản bằng tiếng Nhật",,,,,,2026-04-15T17:17:49
26159,Japannese N5 (JF A2-1.1)_Internal_Offline - version 1,Natural Language/Japanese,"""Học viên là nhân viên của công ty FSOFT có nhu cầu, nguyện vọng học tập tiếng Nhật:
* Bắt đầu học tiếng Nhật từ con số 0
* Đã hoàn thành khóa Nhập môn A1 hoặc đã học đến bài khoảng bài 10-12 giáo trình Minna no Nihongo nhưng MUỐN ÔN TẬP LẠI
* Đã hoàn thành level N5 có nhu cầu ôn lại và luyện giao tiếp""
","""Sau khóa học, học viên sẽ đạt được: 
    + Hoàn thành trình độ N5
    + Có thể hiểu, viết, thành thạo bảng chữ cái tiếng Nhật
    + Có thể giao tiếp được bằng tiếng Nhật ở trình độ cuối A1 
    + Có thể giao tiếp thành thạo những chủ đề cơ bản, ngắn gọn như: Chào hỏi, Thông tin cá nhân , Sở thích... 
    + Có thể giao tiếp thành thạo những chủ đề đòi hỏi kết nối câu từ và giải thích đơn giản như: Thành phố, Thời tiết, Bạn bè,Cuộc sống xung quanh,...
    + Có thể hiểu và ứng dụng văn hóa Nhật Bản vào thực tế
    + Có thể tự tin lên cấp độ N4 hoặc tham gia kỳ thi năng lực tiếng Nhật JLPT N5 qua những buổi học bổ sung kiến thức: Kanji, Ngữ Pháp, Từ Vựng, Đọc Hiểu,...""
",,Tổng kết,Tổng kết/Natural Language/Japanese,"1/ Học bổ sung kiến thức nền lên khóa tiếp theo
2/ Tổng kết và định hướng sang khóa tiếp theo",,,,,,2026-04-15T17:17:49
26159,Japannese N5 (JF A2-1.1)_Internal_Offline - version 1,Natural Language/Japanese,"""Học viên là nhân viên của công ty FSOFT có nhu cầu, nguyện vọng học tập tiếng Nhật:
* Bắt đầu học tiếng Nhật từ con số 0
* Đã hoàn thành khóa Nhập môn A1 hoặc đã học đến bài khoảng bài 10-12 giáo trình Minna no Nihongo nhưng MUỐN ÔN TẬP LẠI
* Đã hoàn thành level N5 có nhu cầu ôn lại và luyện giao tiếp""
","""Sau khóa học, học viên sẽ đạt được: 
    + Hoàn thành trình độ N5
    + Có thể hiểu, viết, thành thạo bảng chữ cái tiếng Nhật
    + Có thể giao tiếp được bằng tiếng Nhật ở trình độ cuối A1 
    + Có thể giao tiếp thành thạo những chủ đề cơ bản, ngắn gọn như: Chào hỏi, Thông tin cá nhân , Sở thích... 
    + Có thể giao tiếp thành thạo những chủ đề đòi hỏi kết nối câu từ và giải thích đơn giản như: Thành phố, Thời tiết, Bạn bè,Cuộc sống xung quanh,...
    + Có thể hiểu và ứng dụng văn hóa Nhật Bản vào thực tế
    + Có thể tự tin lên cấp độ N4 hoặc tham gia kỳ thi năng lực tiếng Nhật JLPT N5 qua những buổi học bổ sung kiến thức: Kanji, Ngữ Pháp, Từ Vựng, Đọc Hiểu,...""
",,Final test,Final test/Natural Language/Japanese,Evaluation,,,,,,2026-04-15T17:17:49
26159,Japannese N5 (JF A2-1.1)_Internal_Offline - version 1,Natural Language/Japanese,"""Học viên là nhân viên của công ty FSOFT có nhu cầu, nguyện vọng học tập tiếng Nhật:
* Bắt đầu học tiếng Nhật từ con số 0
* Đã hoàn thành khóa Nhập môn A1 hoặc đã học đến bài khoảng bài 10-12 giáo trình Minna no Nihongo nhưng MUỐN ÔN TẬP LẠI
* Đã hoàn thành level N5 có nhu cầu ôn lại và luyện giao tiếp""
","""Sau khóa học, học viên sẽ đạt được: 
    + Hoàn thành trình độ N5
    + Có thể hiểu, viết, thành thạo bảng chữ cái tiếng Nhật
    + Có thể giao tiếp được bằng tiếng Nhật ở trình độ cuối A1 
    + Có thể giao tiếp thành thạo những chủ đề cơ bản, ngắn gọn như: Chào hỏi, Thông tin cá nhân , Sở thích... 
    + Có thể giao tiếp thành thạo những chủ đề đòi hỏi kết nối câu từ và giải thích đơn giản như: Thành phố, Thời tiết, Bạn bè,Cuộc sống xung quanh,...
    + Có thể hiểu và ứng dụng văn hóa Nhật Bản vào thực tế
    + Có thể tự tin lên cấp độ N4 hoặc tham gia kỳ thi năng lực tiếng Nhật JLPT N5 qua những buổi học bổ sung kiến thức: Kanji, Ngữ Pháp, Từ Vựng, Đọc Hiểu,...""
",,Ngôn ngữ và văn hóa nước ngoài,Ngôn ngữ và văn hóa nước ngoài/Natural Language/Japanese,"1/ Có thể trò chuyện về việc bạn đã học ngôn ngữ nào và khi nào.
2/ Có thể trò chuyện về những ngoại ngữ bạn đã từng học cho đến nay.
3/ Có thể liệt kê các ngôn ngữ và khoảng thời gian bạn đã học.
4/ Có thể nhờ/giúp ai đó khi mình/họ gặp khó khăn về ngoại ngữ và việc học ngoại ngữ.",,,,,,2026-04-15T17:17:49
26159,Japannese N5 (JF A2-1.1)_Internal_Offline - version 1,Natural Language/Japanese,"""Học viên là nhân viên của công ty FSOFT có nhu cầu, nguyện vọng học tập tiếng Nhật:
* Bắt đầu học tiếng Nhật từ con số 0
* Đã hoàn thành khóa Nhập môn A1 hoặc đã học đến bài khoảng bài 10-12 giáo trình Minna no Nihongo nhưng MUỐN ÔN TẬP LẠI
* Đã hoàn thành level N5 có nhu cầu ôn lại và luyện giao tiếp""
","""Sau khóa học, học viên sẽ đạt được: 
    + Hoàn thành trình độ N5
    + Có thể hiểu, viết, thành thạo bảng chữ cái tiếng Nhật
    + Có thể giao tiếp được bằng tiếng Nhật ở trình độ cuối A1 
    + Có thể giao tiếp thành thạo những chủ đề cơ bản, ngắn gọn như: Chào hỏi, Thông tin cá nhân , Sở thích... 
    + Có thể giao tiếp thành thạo những chủ đề đòi hỏi kết nối câu từ và giải thích đơn giản như: Thành phố, Thời tiết, Bạn bè,Cuộc sống xung quanh,...
    + Có thể hiểu và ứng dụng văn hóa Nhật Bản vào thực tế
    + Có thể tự tin lên cấp độ N4 hoặc tham gia kỳ thi năng lực tiếng Nhật JLPT N5 qua những buổi học bổ sung kiến thức: Kanji, Ngữ Pháp, Từ Vựng, Đọc Hiểu,...""
",,Ôn tập 8,Ôn tập 8/Natural Language/Japanese,Ôn tập kiến thức,,,,,,2026-04-15T17:17:49
26159,Japannese N5 (JF A2-1.1)_Internal_Offline - version 1,Natural Language/Japanese,"""Học viên là nhân viên của công ty FSOFT có nhu cầu, nguyện vọng học tập tiếng Nhật:
* Bắt đầu học tiếng Nhật từ con số 0
* Đã hoàn thành khóa Nhập môn A1 hoặc đã học đến bài khoảng bài 10-12 giáo trình Minna no Nihongo nhưng MUỐN ÔN TẬP LẠI
* Đã hoàn thành level N5 có nhu cầu ôn lại và luyện giao tiếp""
","""Sau khóa học, học viên sẽ đạt được: 
    + Hoàn thành trình độ N5
    + Có thể hiểu, viết, thành thạo bảng chữ cái tiếng Nhật
    + Có thể giao tiếp được bằng tiếng Nhật ở trình độ cuối A1 
    + Có thể giao tiếp thành thạo những chủ đề cơ bản, ngắn gọn như: Chào hỏi, Thông tin cá nhân , Sở thích... 
    + Có thể giao tiếp thành thạo những chủ đề đòi hỏi kết nối câu từ và giải thích đơn giản như: Thành phố, Thời tiết, Bạn bè,Cuộc sống xung quanh,...
    + Có thể hiểu và ứng dụng văn hóa Nhật Bản vào thực tế
    + Có thể tự tin lên cấp độ N4 hoặc tham gia kỳ thi năng lực tiếng Nhật JLPT N5 qua những buổi học bổ sung kiến thức: Kanji, Ngữ Pháp, Từ Vựng, Đọc Hiểu,...""
",,Đi ra ngoài,Đi ra ngoài/Natural Language/Japanese,"1/ Có thể trò chuyện với bạn bè về địa điểm và thời gian của cuộc hẹn.
2/ Có thể đọc e-mail từ bạn bè báo sẽ đến buổi hẹn muộn.
3/ Có thể nói lí do và xin lỗi khi đến muộn",,,,,,2026-04-15T17:17:49
26159,Japannese N5 (JF A2-1.1)_Internal_Offline - version 1,Natural Language/Japanese,"""Học viên là nhân viên của công ty FSOFT có nhu cầu, nguyện vọng học tập tiếng Nhật:
* Bắt đầu học tiếng Nhật từ con số 0
* Đã hoàn thành khóa Nhập môn A1 hoặc đã học đến bài khoảng bài 10-12 giáo trình Minna no Nihongo nhưng MUỐN ÔN TẬP LẠI
* Đã hoàn thành level N5 có nhu cầu ôn lại và luyện giao tiếp""
","""Sau khóa học, học viên sẽ đạt được: 
    + Hoàn thành trình độ N5
    + Có thể hiểu, viết, thành thạo bảng chữ cái tiếng Nhật
    + Có thể giao tiếp được bằng tiếng Nhật ở trình độ cuối A1 
    + Có thể giao tiếp thành thạo những chủ đề cơ bản, ngắn gọn như: Chào hỏi, Thông tin cá nhân , Sở thích... 
    + Có thể giao tiếp thành thạo những chủ đề đòi hỏi kết nối câu từ và giải thích đơn giản như: Thành phố, Thời tiết, Bạn bè,Cuộc sống xung quanh,...
    + Có thể hiểu và ứng dụng văn hóa Nhật Bản vào thực tế
    + Có thể tự tin lên cấp độ N4 hoặc tham gia kỳ thi năng lực tiếng Nhật JLPT N5 qua những buổi học bổ sung kiến thức: Kanji, Ngữ Pháp, Từ Vựng, Đọc Hiểu,...""
",,Ôn tập 7,Ôn tập 7/Natural Language/Japanese,Ôn tập kiến thức,,,,,,2026-04-15T17:17:49
26159,Japannese N5 (JF A2-1.1)_Internal_Offline - version 1,Natural Language/Japanese,"""Học viên là nhân viên của công ty FSOFT có nhu cầu, nguyện vọng học tập tiếng Nhật:
* Bắt đầu học tiếng Nhật từ con số 0
* Đã hoàn thành khóa Nhập môn A1 hoặc đã học đến bài khoảng bài 10-12 giáo trình Minna no Nihongo nhưng MUỐN ÔN TẬP LẠI
* Đã hoàn thành level N5 có nhu cầu ôn lại và luyện giao tiếp""
","""Sau khóa học, học viên sẽ đạt được: 
    + Hoàn thành trình độ N5
    + Có thể hiểu, viết, thành thạo bảng chữ cái tiếng Nhật
    + Có thể giao tiếp được bằng tiếng Nhật ở trình độ cuối A1 
    + Có thể giao tiếp thành thạo những chủ đề cơ bản, ngắn gọn như: Chào hỏi, Thông tin cá nhân , Sở thích... 
    + Có thể giao tiếp thành thạo những chủ đề đòi hỏi kết nối câu từ và giải thích đơn giản như: Thành phố, Thời tiết, Bạn bè,Cuộc sống xung quanh,...
    + Có thể hiểu và ứng dụng văn hóa Nhật Bản vào thực tế
    + Có thể tự tin lên cấp độ N4 hoặc tham gia kỳ thi năng lực tiếng Nhật JLPT N5 qua những buổi học bổ sung kiến thức: Kanji, Ngữ Pháp, Từ Vựng, Đọc Hiểu,...""
",,Ôn tập 6,Ôn tập 6/Natural Language/Japanese,Ôn tập kiến thức,,,,,,2026-04-15T17:17:49
26159,Japannese N5 (JF A2-1.1)_Internal_Offline - version 1,Natural Language/Japanese,"""Học viên là nhân viên của công ty FSOFT có nhu cầu, nguyện vọng học tập tiếng Nhật:
* Bắt đầu học tiếng Nhật từ con số 0
* Đã hoàn thành khóa Nhập môn A1 hoặc đã học đến bài khoảng bài 10-12 giáo trình Minna no Nihongo nhưng MUỐN ÔN TẬP LẠI
* Đã hoàn thành level N5 có nhu cầu ôn lại và luyện giao tiếp""
","""Sau khóa học, học viên sẽ đạt được: 
    + Hoàn thành trình độ N5
    + Có thể hiểu, viết, thành thạo bảng chữ cái tiếng Nhật
    + Có thể giao tiếp được bằng tiếng Nhật ở trình độ cuối A1 
    + Có thể giao tiếp thành thạo những chủ đề cơ bản, ngắn gọn như: Chào hỏi, Thông tin cá nhân , Sở thích... 
    + Có thể giao tiếp thành thạo những chủ đề đòi hỏi kết nối câu từ và giải thích đơn giản như: Thành phố, Thời tiết, Bạn bè,Cuộc sống xung quanh,...
    + Có thể hiểu và ứng dụng văn hóa Nhật Bản vào thực tế
    + Có thể tự tin lên cấp độ N4 hoặc tham gia kỳ thi năng lực tiếng Nhật JLPT N5 qua những buổi học bổ sung kiến thức: Kanji, Ngữ Pháp, Từ Vựng, Đọc Hiểu,...""
",,Thành phố của tôi,Thành phố của tôi/Natural Language/Japanese,"1/ Có thể vừa nhìn bản đồ vừa giới thiệu với bạn bè về những địa điểm/nơi gợi ý ở phố của bản .
2/ Có thể vừa nhìn bản đồ vừa giới thiệu với bạn bè về khu vực họ thích, và những khu vực nào nên cẩn thận.",,,,,,2026-04-15T17:17:49
26159,Japannese N5 (JF A2-1.1)_Internal_Offline - version 1,Natural Language/Japanese,"""Học viên là nhân viên của công ty FSOFT có nhu cầu, nguyện vọng học tập tiếng Nhật:
* Bắt đầu học tiếng Nhật từ con số 0
* Đã hoàn thành khóa Nhập môn A1 hoặc đã học đến bài khoảng bài 10-12 giáo trình Minna no Nihongo nhưng MUỐN ÔN TẬP LẠI
* Đã hoàn thành level N5 có nhu cầu ôn lại và luyện giao tiếp""
","""Sau khóa học, học viên sẽ đạt được: 
    + Hoàn thành trình độ N5
    + Có thể hiểu, viết, thành thạo bảng chữ cái tiếng Nhật
    + Có thể giao tiếp được bằng tiếng Nhật ở trình độ cuối A1 
    + Có thể giao tiếp thành thạo những chủ đề cơ bản, ngắn gọn như: Chào hỏi, Thông tin cá nhân , Sở thích... 
    + Có thể giao tiếp thành thạo những chủ đề đòi hỏi kết nối câu từ và giải thích đơn giản như: Thành phố, Thời tiết, Bạn bè,Cuộc sống xung quanh,...
    + Có thể hiểu và ứng dụng văn hóa Nhật Bản vào thực tế
    + Có thể tự tin lên cấp độ N4 hoặc tham gia kỳ thi năng lực tiếng Nhật JLPT N5 qua những buổi học bổ sung kiến thức: Kanji, Ngữ Pháp, Từ Vựng, Đọc Hiểu,...""
",,Tôi và gia đình,Tôi và gia đình/Natural Language/Japanese,"Có thể nói được đơn giản thông tin nơi ở của gian định và bản thân, công việc đang làm.",,,,,,2026-04-15T17:17:49
26159,Japannese N5 (JF A2-1.1)_Internal_Offline - version 1,Natural Language/Japanese,"""Học viên là nhân viên của công ty FSOFT có nhu cầu, nguyện vọng học tập tiếng Nhật:
* Bắt đầu học tiếng Nhật từ con số 0
* Đã hoàn thành khóa Nhập môn A1 hoặc đã học đến bài khoảng bài 10-12 giáo trình Minna no Nihongo nhưng MUỐN ÔN TẬP LẠI
* Đã hoàn thành level N5 có nhu cầu ôn lại và luyện giao tiếp""
","""Sau khóa học, học viên sẽ đạt được: 
    + Hoàn thành trình độ N5
    + Có thể hiểu, viết, thành thạo bảng chữ cái tiếng Nhật
    + Có thể giao tiếp được bằng tiếng Nhật ở trình độ cuối A1 
    + Có thể giao tiếp thành thạo những chủ đề cơ bản, ngắn gọn như: Chào hỏi, Thông tin cá nhân , Sở thích... 
    + Có thể giao tiếp thành thạo những chủ đề đòi hỏi kết nối câu từ và giải thích đơn giản như: Thành phố, Thời tiết, Bạn bè,Cuộc sống xung quanh,...
    + Có thể hiểu và ứng dụng văn hóa Nhật Bản vào thực tế
    + Có thể tự tin lên cấp độ N4 hoặc tham gia kỳ thi năng lực tiếng Nhật JLPT N5 qua những buổi học bổ sung kiến thức: Kanji, Ngữ Pháp, Từ Vựng, Đọc Hiểu,...""
",,Các mùa và thời tiết,Các mùa và thời tiết/Natural Language/Japanese,"1/ Có thể nói được đơn giản về sự biến đổi mùa.
2/ Có thể nói được đơn giản về mùa yêu thích và lí do.",,,,,,2026-04-15T17:17:49
26159,Japannese N5 (JF A2-1.1)_Internal_Offline - version 1,Natural Language/Japanese,"""Học viên là nhân viên của công ty FSOFT có nhu cầu, nguyện vọng học tập tiếng Nhật:
* Bắt đầu học tiếng Nhật từ con số 0
* Đã hoàn thành khóa Nhập môn A1 hoặc đã học đến bài khoảng bài 10-12 giáo trình Minna no Nihongo nhưng MUỐN ÔN TẬP LẠI
* Đã hoàn thành level N5 có nhu cầu ôn lại và luyện giao tiếp""
","""Sau khóa học, học viên sẽ đạt được: 
    + Hoàn thành trình độ N5
    + Có thể hiểu, viết, thành thạo bảng chữ cái tiếng Nhật
    + Có thể giao tiếp được bằng tiếng Nhật ở trình độ cuối A1 
    + Có thể giao tiếp thành thạo những chủ đề cơ bản, ngắn gọn như: Chào hỏi, Thông tin cá nhân , Sở thích... 
    + Có thể giao tiếp thành thạo những chủ đề đòi hỏi kết nối câu từ và giải thích đơn giản như: Thành phố, Thời tiết, Bạn bè,Cuộc sống xung quanh,...
    + Có thể hiểu và ứng dụng văn hóa Nhật Bản vào thực tế
    + Có thể tự tin lên cấp độ N4 hoặc tham gia kỳ thi năng lực tiếng Nhật JLPT N5 qua những buổi học bổ sung kiến thức: Kanji, Ngữ Pháp, Từ Vựng, Đọc Hiểu,...""
",,Mid- Test,Mid- Test/Natural Language/Japanese,"1/ Test Ngữ Pháp 
2/ Test Kaiwa",,,,,,2026-04-15T17:17:49
26159,Japannese N5 (JF A2-1.1)_Internal_Offline - version 1,Natural Language/Japanese,"""Học viên là nhân viên của công ty FSOFT có nhu cầu, nguyện vọng học tập tiếng Nhật:
* Bắt đầu học tiếng Nhật từ con số 0
* Đã hoàn thành khóa Nhập môn A1 hoặc đã học đến bài khoảng bài 10-12 giáo trình Minna no Nihongo nhưng MUỐN ÔN TẬP LẠI
* Đã hoàn thành level N5 có nhu cầu ôn lại và luyện giao tiếp""
","""Sau khóa học, học viên sẽ đạt được: 
    + Hoàn thành trình độ N5
    + Có thể hiểu, viết, thành thạo bảng chữ cái tiếng Nhật
    + Có thể giao tiếp được bằng tiếng Nhật ở trình độ cuối A1 
    + Có thể giao tiếp thành thạo những chủ đề cơ bản, ngắn gọn như: Chào hỏi, Thông tin cá nhân , Sở thích... 
    + Có thể giao tiếp thành thạo những chủ đề đòi hỏi kết nối câu từ và giải thích đơn giản như: Thành phố, Thời tiết, Bạn bè,Cuộc sống xung quanh,...
    + Có thể hiểu và ứng dụng văn hóa Nhật Bản vào thực tế
    + Có thể tự tin lên cấp độ N4 hoặc tham gia kỳ thi năng lực tiếng Nhật JLPT N5 qua những buổi học bổ sung kiến thức: Kanji, Ngữ Pháp, Từ Vựng, Đọc Hiểu,...""
",,Ôn tập 5,Ôn tập 5/Natural Language/Japanese,Ôn tập kiến thức,,,,,,2026-04-15T17:17:49
26159,Japannese N5 (JF A2-1.1)_Internal_Offline - version 1,Natural Language/Japanese,"""Học viên là nhân viên của công ty FSOFT có nhu cầu, nguyện vọng học tập tiếng Nhật:
* Bắt đầu học tiếng Nhật từ con số 0
* Đã hoàn thành khóa Nhập môn A1 hoặc đã học đến bài khoảng bài 10-12 giáo trình Minna no Nihongo nhưng MUỐN ÔN TẬP LẠI
* Đã hoàn thành level N5 có nhu cầu ôn lại và luyện giao tiếp""
","""Sau khóa học, học viên sẽ đạt được: 
    + Hoàn thành trình độ N5
    + Có thể hiểu, viết, thành thạo bảng chữ cái tiếng Nhật
    + Có thể giao tiếp được bằng tiếng Nhật ở trình độ cuối A1 
    + Có thể giao tiếp thành thạo những chủ đề cơ bản, ngắn gọn như: Chào hỏi, Thông tin cá nhân , Sở thích... 
    + Có thể giao tiếp thành thạo những chủ đề đòi hỏi kết nối câu từ và giải thích đơn giản như: Thành phố, Thời tiết, Bạn bè,Cuộc sống xung quanh,...
    + Có thể hiểu và ứng dụng văn hóa Nhật Bản vào thực tế
    + Có thể tự tin lên cấp độ N4 hoặc tham gia kỳ thi năng lực tiếng Nhật JLPT N5 qua những buổi học bổ sung kiến thức: Kanji, Ngữ Pháp, Từ Vựng, Đọc Hiểu,...""
",,Ngày nghỉ 2,Ngày nghỉ 2/Natural Language/Japanese,"1/ Có thể  Đọc một blog ngắn bằng tiếng Nhật
2/ Có thể  Nói về những việc đã làm trong kỳ nghỉ 
3/ Có thể  Nói ngắn gọn cảm nghĩ của mình về những việc đã làm trong kỳ nghỉ 
4/ Có thể Viết một blog ngắn về ngày nghỉ của mình",,,,,,2026-04-15T17:17:49
